timestamp,symbol,open,high,low,close,volume,trade_count,vwap
2025-05-22 04:00:00+00:00,SOXL,16.965,17.43,16.48,16.51,144981097.0,517342.0,16.875759
2025-05-23 04:00:00+00:00,SOXL,15.21,16.0,15.1,15.73,179062559.0,666837.0,15.523616
2025-05-27 04:00:00+00:00,SOXL,16.74,17.51,16.35,17.29,136539698.0,519052.0,17.121921
2025-05-28 04:00:00+00:00,SOXL,17.43,17.57,16.895,17.04,126785336.0,396461.0,17.279739
2025-05-29 04:00:00+00:00,SOXL,18.18,18.21,16.9,17.2,181707067.0,503421.0,17.343355
2025-05-30 04:00:00+00:00,SOXL,16.9,16.9,15.24,16.17,194058663.0,664024.0,16.061716
2025-06-02 04:00:00+00:00,SOXL,16.06,17.095,16.04,16.9,103936951.0,379347.0,16.624979
2025-06-03 04:00:00+00:00,SOXL,16.93,18.38,16.575,18.3,158644042.0,524651.0,17.862208
2025-06-04 04:00:00+00:00,SOXL,18.68,19.26,18.22,19.09,146325287.0,497053.0,18.945811
2025-06-05 04:00:00+00:00,SOXL,19.49,19.99,18.42,18.81,188985577.0,643854.0,19.304758
2025-06-06 04:00:00+00:00,SOXL,19.4,19.95,19.15,19.18,114398657.0,427923.0,19.54591
2025-06-09 04:00:00+00:00,SOXL,19.71,21.06,19.68,20.58,162685954.0,520002.0,20.580301
2025-06-10 04:00:00+00:00,SOXL,20.84,22.1,20.69,21.89,142811037.0,485611.0,21.538526
2025-06-11 04:00:00+00:00,SOXL,22.36,22.595,20.99,21.64,160395008.0,617221.0,21.857896
2025-06-12 04:00:00+00:00,SOXL,21.24,22.065,21.09,21.69,100384527.0,350716.0,21.722204
2025-06-13 04:00:00+00:00,SOXL,20.32,21.06,19.84,20.04,166951622.0,590883.0,20.438711
2025-06-16 04:00:00+00:00,SOXL,20.83,22.22,20.79,21.9,121972302.0,465681.0,21.748748
2025-06-17 04:00:00+00:00,SOXL,21.61,22.53,21.34,21.42,122379506.0,486159.0,21.893443
2025-06-18 04:00:00+00:00,SOXL,21.715,22.3799,21.23,21.61,113893759.0,431870.0,21.857592
2025-06-20 04:00:00+00:00,SOXL,22.14,22.33,20.3701,21.21,137078938.0,547835.0,21.264597
2025-06-23 04:00:00+00:00,SOXL,21.18,21.98,20.28,21.58,125143685.0,519110.0,21.351432
2025-06-24 04:00:00+00:00,SOXL,22.66,24.03,22.63,23.95,137607991.0,522619.0,23.588849
2025-06-25 04:00:00+00:00,SOXL,24.4,24.6,23.87,24.58,107621578.0,430949.0,24.263101
2025-06-26 04:00:00+00:00,SOXL,25.18,25.355,24.59,25.2,92382200.0,376628.0,25.074752
2025-06-27 04:00:00+00:00,SOXL,25.21,25.84,24.28,25.11,113655642.0,476327.0,25.197003
